Movie Title,Year,Duration,Genre,Rating
Spider-Man: No Way Home,2021,148 min,"Action, Adventure, Fantasy",8.3
House of Gucci,2021,158 min,"Biography, Crime, Drama",6.6
Once Upon a Time in... Hollywood,2019,161 min,"Comedy, Drama",7.6
No Time to Die,2021,163 min,"Action, Adventure, Thriller",7.3
Goodfellas,1990,145 min,"Biography, Crime, Drama",8.7
Jurassic Park,1993,127 min,"Action, Adventure, Sci-Fi",8.2
The Shawshank Redemption,1994,142 min,Drama,9.3
Avengers: Endgame,2019,181 min,"Action, Adventure, Drama",8.4
Dune: Part One,2021,155 min,"Action, Adventure, Drama",8
The Wolf of Wall Street,2013,180 min,"Biography, Comedy, Crime",8.2
The Dark Knight,2008,152 min,"Action, Crime, Drama",9
Titanic,1997,194 min,"Drama, Romance",7.9
Interstellar,2014,169 min,"Adventure, Drama, Sci-Fi",8.6
The Talented Mr. Ripley,1999,139 min,"Crime, Drama, Thriller",7.4
Inception,2010,148 min,"Action, Adventure, Sci-Fi",8.8
Free Guy,2021,115 min,"Action, Adventure, Comedy",7.1
Se7en,1995,127 min,"Crime, Drama, Mystery",8.6
CODA,2021,111 min,"Comedy, Drama, Music",8
Harry Potter and the Sorcerer's Stone,2001,152 min,"Adventure, Family, Fantasy",7.6
Avengers: Infinity War,2018,149 min,"Action, Adventure, Sci-Fi",8.4
The Lord of the Rings: The Fellowship of the Ring,2001,178 min,"Action, Adventure, Drama",8.8
Licorice Pizza,2021,133 min,"Comedy, Drama, Romance",7.3
Guardians of the Galaxy,2014,121 min,"Action, Adventure, Comedy",8
Pulp Fiction,1994,154 min,"Crime, Drama",8.9
Whiplash,2014,106 min,"Drama, Music",8.5
Bohemian Rhapsody,2018,134 min,"Biography, Drama, Music",7.9
Don't Look Up,2021,138 min,"Comedy, Drama, Sci-Fi",7.2
Encanto,2021,102 min,"Animation, Comedy, Family",7.2
Fight Club,1999,139 min,Drama,8.8
Forrest Gump,1994,142 min,"Drama, Romance",8.8
Independence Day,1996,145 min,"Action, Adventure, Sci-Fi",7
Doctor Strange,2016,115 min,"Action, Adventure, Fantasy",7.5
Blade Runner 2049,2017,164 min,"Action, Drama, Mystery",8
Avatar,2009,162 min,"Action, Adventure, Fantasy",7.8
Gisaengchung,2019,132 min,"Comedy, Drama, Thriller",8.5
Wanted,2008,110 min,"Action, Crime, Thriller",6.7
Get Out,2017,104 min,"Horror, Mystery, Thriller",7.7
Tenet,2020,150 min,"Action, Sci-Fi, Thriller",7.3
Gladiator,2000,155 min,"Action, Adventure, Drama",8.5
Boogie Nights,1997,155 min,Drama,7.9
Shang-Chi and the Legend of the Ten Rings,2021,132 min,"Action, Adventure, Fantasy",7.4
Jojo Rabbit,2019,108 min,"Comedy, Drama, War",7.9
Mad Max: Fury Road,2015,120 min,"Action, Adventure, Sci-Fi",8.1
Nightmare Alley,2021,150 min,"Crime, Drama, Thriller",7
Knives Out,2019,130 min,"Comedy, Crime, Drama",7.9
The Departed,2006,151 min,"Crime, Drama, Thriller",8.5
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143 min,"Action, Adventure, Fantasy",8.1
Saving Private Ryan,1998,169 min,"Drama, War",8.6
The Silence of the Lambs,1991,118 min,"Crime, Drama, Thriller",8.6
Zero Dark Thirty,2012,157 min,"Drama, History, Thriller",7.4
Joker,2019,122 min,"Crime, Drama, Thriller",8.4
Star Wars: Episode I - The Phantom Menace,1999,136 min,"Action, Adventure, Fantasy",6.5
Catch Me If You Can,2002,141 min,"Biography, Crime, Drama",8.1
Inglourious Basterds,2009,153 min,"Adventure, Drama, War",8.3
Requiem for a Dream,2000,102 min,Drama,8.3
Schindler's List,1993,195 min,"Biography, Drama, History",9
Guardians of the Galaxy Vol. 2,2017,136 min,"Action, Adventure, Comedy",7.6
West Side Story,2021,156 min,"Crime, Drama, Musical",7.2
Black Panther,2018,134 min,"Action, Adventure, Sci-Fi",7.3
Spider-Man,2002,121 min,"Action, Adventure, Sci-Fi",7.4
Black Swan,2010,108 min,"Drama, Thriller",8
The Avengers,2012,143 min,"Action, Adventure, Sci-Fi",8
The Lord of the Rings: The Return of the King,2003,201 min,"Action, Adventure, Drama",9
Gone Girl,2014,149 min,"Drama, Mystery, Thriller",8.1
Minority Report,2002,145 min,"Action, Crime, Mystery",7.7
Django Unchained,2012,165 min,"Drama, Western",8.4
Juno,2007,96 min,"Comedy, Drama",7.5
Suicide Squad,2016,123 min,"Action, Adventure, Fantasy",5.9
Thirteen,2003,100 min,Drama,6.8
The Grand Budapest Hotel,2014,99 min,"Adventure, Comedy, Crime",8.1
Iron Man,2008,126 min,"Action, Adventure, Sci-Fi",7.9
The Usual Suspects,1995,106 min,"Crime, Drama, Mystery",8.5
The Prestige,2006,130 min,"Drama, Mystery, Sci-Fi",8.5
Prisoners,2013,153 min,"Crime, Drama, Mystery",8.1
Thelma & Louise,1991,130 min,"Adventure, Crime, Drama",7.5
The Power of the Dog,2021,126 min,"Drama, Romance, Western",6.8
No Country for Old Men,2007,122 min,"Crime, Drama, Thriller",8.2
Ford v Ferrari,2019,152 min,"Action, Biography, Drama",8.1
The Green Mile,1999,189 min,"Crime, Drama, Fantasy",8.6
Star Wars: Episode IX - The Rise of Skywalker,2019,141 min,"Action, Adventure, Fantasy",6.5
Misery,1990,107 min,"Drama, Thriller",7.8
The Mummy,1999,124 min,"Action, Adventure, Fantasy",7.1
Call Me by Your Name,2017,132 min,"Drama, Romance",7.8
The Matrix,1999,136 min,"Action, Sci-Fi",8.7
Warrior,2011,140 min,"Action, Drama, Sport",8.2
Star Wars: Episode III - Revenge of the Sith,2005,140 min,"Action, Adventure, Fantasy",7.6
The Godfather Part III,1990,162 min,"Crime, Drama",7.6
American Beauty,1999,122 min,Drama,8.4
The Lost World: Jurassic Park,1997,129 min,"Action, Adventure, Sci-Fi",6.5
Braveheart,1995,178 min,"Biography, Drama, History",8.4
The Big Short,2015,130 min,"Biography, Comedy, Drama",7.8
Little Women,2019,135 min,"Drama, Romance",7.8
Troy,2004,163 min,"Drama, History",7.3
Arrival,2016,116 min,"Drama, Mystery, Sci-Fi",7.9
Pride & Prejudice,2005,129 min,"Drama, Romance",7.8
Drive,2011,100 min,"Action, Drama",7.8
Sicario,2015,121 min,"Action, Crime, Drama",7.6
Ex Machina,2014,108 min,"Drama, Sci-Fi, Thriller",7.7
1917,2019,119 min,"Action, Drama, War",8.2
Spider-Man: Into the Spider-Verse,2018,117 min,"Animation, Action, Adventure",8.4
Terminator 2: Judgment Day,1991,137 min,"Action, Sci-Fi",8.6
Batman Begins,2005,140 min,"Action, Crime, Drama",8.2
Pretty Woman,1990,119 min,"Comedy, Romance",7.1
Star Trek,2009,127 min,"Action, Adventure, Sci-Fi",7.9
The Lord of the Rings: The Two Towers,2002,179 min,"Action, Adventure, Drama",8.8
Belfast,2021,98 min,"Biography, Drama",7.3
Dunkirk,2017,106 min,"Action, Drama, History",7.8
The Social Network,2010,120 min,"Biography, Drama",7.8
Primal Fear,1996,129 min,"Crime, Drama, Mystery",7.7
Eternal Sunshine of the Spotless Mind,2004,108 min,"Drama, Romance, Sci-Fi",8.3
The Irishman,2019,209 min,"Biography, Crime, Drama",7.8
The Great Gatsby,2013,143 min,"Drama, Romance",7.2
King Richard,2021,144 min,"Biography, Drama, Sport",7.5
Moana,2016,107 min,"Animation, Adventure, Comedy",7.6
Good Will Hunting,1997,126 min,"Drama, Romance",8.3
Rogue One,2016,133 min,"Action, Adventure, Sci-Fi",7.8
Hacksaw Ridge,2016,139 min,"Biography, Drama, History",8.1
Lone Survivor,2013,121 min,"Action, Biography, Drama",7.5
The Phantom of the Opera,2004,143 min,"Drama, Musical, Romance",7.2
The Fifth Element,1997,126 min,"Action, Adventure, Sci-Fi",7.6
Transformers,2007,144 min,"Action, Adventure, Sci-Fi",7
Rocketman,2019,121 min,"Biography, Drama, Musical",7.3
Baby Driver,2017,113 min,"Action, Crime, Drama",7.6
Casino,1995,178 min,"Crime, Drama",8.2
Prometheus,2012,124 min,"Adventure, Mystery, Sci-Fi",7
The Lion King,1994,88 min,"Animation, Adventure, Drama",8.5
Memento,2000,113 min,"Mystery, Thriller",8.4
Sleepers,1996,147 min,"Crime, Drama, Thriller",7.5
Ad Astra,2019,123 min,"Adventure, Drama, Mystery",6.5
American History X,1998,119 min,"Crime, Drama",8.5
Spencer,2021,117 min,"Biography, Drama",6.6
Little Miss Sunshine,2006,101 min,"Comedy, Drama",7.8
Home Alone,1990,103 min,"Comedy, Family",7.7
Sen to Chihiro no kamikakushi,2001,125 min,"Animation, Adventure, Family",8.6
The Truman Show,1998,103 min,"Comedy, Drama",8.2
Pearl Harbor,2001,183 min,"Action, Drama, History",6.2
The Revenant,2015,156 min,"Action, Adventure, Drama",8
Star Wars: Episode VII - The Force Awakens,2015,138 min,"Action, Adventure, Sci-Fi",7.8
Logan,2017,137 min,"Action, Drama, Sci-Fi",8.1
Cruella,2021,134 min,"Adventure, Comedy, Crime",7.3
Speed,1994,116 min,"Action, Adventure, Thriller",7.3
Cars,2006,117 min,"Animation, Adventure, Comedy",7.2
Promising Young Woman,2020,113 min,"Crime, Drama, Mystery",7.5
Star Wars: Episode II - Attack of the Clones,2002,142 min,"Action, Adventure, Fantasy",6.6
Margin Call,2011,107 min,"Drama, Thriller",7.1
Harry Potter and the Goblet of Fire,2005,157 min,"Adventure, Family, Fantasy",7.7
Armageddon,1998,151 min,"Action, Adventure, Sci-Fi",6.7
Sweeney Todd: The Demon Barber of Fleet Street,2007,116 min,"Drama, Horror, Musical",7.3
The Greatest Showman,2017,105 min,"Biography, Drama, Musical",7.5
The Lost Daughter,2021,121 min,Drama,6.7
Fantastic Beasts and Where to Find Them,2016,132 min,"Adventure, Family, Fantasy",7.2
Ready Player One,2018,140 min,"Action, Adventure, Sci-Fi",7.4
Starship Troopers,1997,129 min,"Action, Adventure, Sci-Fi",7.3
Unfaithful,2002,124 min,"Drama, Romance, Thriller",6.7
Toy Story,1995,81 min,"Animation, Adventure, Comedy",8.3
Malèna,2000,108 min,"Drama, Romance, War",7.4
Emma.,2020,124 min,"Comedy, Drama, Romance",6.7
"Girl, Interrupted",1999,127 min,"Biography, Drama",7.3
A Quiet Place,2018,90 min,"Drama, Horror, Sci-Fi",7.5
The Sixth Sense,1999,107 min,"Drama, Mystery, Thriller",8.2
The Hobbit: An Unexpected Journey,2012,169 min,"Adventure, Fantasy",7.8
Batman Forever,1995,121 min,"Action, Adventure",5.4
Collateral,2004,120 min,"Action, Crime, Drama",7.5
Ratatouille,2007,111 min,"Animation, Adventure, Comedy",8.1
Her,2013,126 min,"Drama, Romance, Sci-Fi",8
A Beautiful Mind,2001,135 min,"Biography, Drama",8.2
La La Land,2016,128 min,"Comedy, Drama, Music",8
The Hateful Eight,2015,168 min,"Crime, Drama, Mystery",7.8
The Martian,2015,144 min,"Adventure, Drama, Sci-Fi",8
The Fugitive,1993,130 min,"Action, Crime, Drama",7.8
Big Hero 6,2014,102 min,"Animation, Action, Adventure",7.8
Romeo + Juliet,1996,120 min,"Drama, Romance",6.7
Despicable Me 2,2013,98 min,"Animation, Adventure, Comedy",7.3
The Devil Wears Prada,2006,109 min,"Comedy, Drama",6.9
Jagten,2012,115 min,Drama,8.3
Zootopia,2016,108 min,"Animation, Adventure, Comedy",8
There Will Be Blood,2007,158 min,Drama,8.2
Nightcrawler,2014,117 min,"Crime, Drama, Thriller",7.8
The Curious Case of Benjamin Button,2008,166 min,"Drama, Fantasy, Romance",7.8
Star Wars: Episode VIII - The Last Jedi,2017,152 min,"Action, Adventure, Fantasy",6.9
Black Hawk Down,2001,144 min,"Action, Drama, History",7.7
Solo: A Star Wars Story,2018,135 min,"Action, Adventure, Sci-Fi",6.9
The Mask,1994,101 min,"Action, Comedy, Crime",6.9
Harry Potter and the Deathly Hallows: Part 1,2010,146 min,"Adventure, Family, Fantasy",7.7
Basic Instinct,1992,127 min,"Drama, Mystery, Thriller",7
Interview with the Vampire: The Vampire Chronicles,1994,123 min,"Drama, Fantasy, Horror",7.5
American Hustle,2013,138 min,"Crime, Drama",7.2
Harry Potter and the Deathly Hallows: Part 2,2011,130 min,"Adventure, Fantasy, Mystery",8.1
The Incredibles,2004,115 min,"Animation, Action, Adventure",8
Fargo,1996,98 min,"Crime, Thriller",8.1
Captain Fantastic,2016,118 min,"Comedy, Drama",7.8
Spectre,2015,148 min,"Action, Adventure, Thriller",6.8
Nocturnal Animals,2016,116 min,"Drama, Thriller",7.5
The Imitation Game,2014,114 min,"Biography, Drama, Thriller",8
Moulin Rouge!,2001,127 min,"Drama, Musical, Romance",7.6
Mulholland Dr.,2001,147 min,"Drama, Mystery, Thriller",7.9
Moneyball,2011,133 min,"Biography, Drama, Sport",7.6
Green Book,2018,130 min,"Biography, Comedy, Drama",8.2
Charlie and the Chocolate Factory,2005,115 min,"Adventure, Comedy, Family",6.7
Atonement,2007,123 min,"Drama, Mystery, Romance",7.8
Captain America: The Winter Soldier,2014,136 min,"Action, Adventure, Sci-Fi",7.8
Vice,2018,132 min,"Biography, Comedy, Drama",7.2
Trainspotting,1996,93 min,Drama,8.1
Luca,2021,95 min,"Animation, Adventure, Comedy",7.4
Beauty and the Beast,2017,129 min,"Adventure, Family, Fantasy",7.1
Apocalypto,2006,139 min,"Action, Adventure, Drama",7.8
Edward Scissorhands,1990,105 min,"Drama, Fantasy, Romance",7.9
Into the Wild,2007,148 min,"Adventure, Biography, Drama",8.1
Jerry Maguire,1996,139 min,"Comedy, Drama, Romance",7.3
Tropic Thunder,2008,107 min,"Action, Comedy, War",7
A Few Good Men,1992,138 min,"Drama, Thriller",7.7
Pirates of the Caribbean: Dead Man's Chest,2006,151 min,"Action, Adventure, Fantasy",7.3
Iron Man Three,2013,130 min,"Action, Adventure, Sci-Fi",7.1
The Father,2020,97 min,"Drama, Mystery",8.2
The Fighter,2010,116 min,"Action, Biography, Drama",7.8
Frozen,2013,102 min,"Animation, Adventure, Comedy",7.4
Doraibu mai kâ,2021,179 min,Drama,7.6
Road to Perdition,2002,117 min,"Crime, Drama, Thriller",7.7
The Pianist,2002,150 min,"Biography, Drama, Music",8.5
L.A. Confidential,1997,138 min,"Crime, Drama, Mystery",8.2
Twister,1996,113 min,"Action, Adventure, Thriller",6.4
Harry Potter and the Prisoner of Azkaban,2004,142 min,"Adventure, Family, Fantasy",7.9
The Blind Side,2009,129 min,"Biography, Drama, Sport",7.6
Iron Man 2,2010,124 min,"Action, Adventure, Sci-Fi",6.9
Vicky Cristina Barcelona,2008,96 min,"Comedy, Drama, Romance",7.1
The Help,2011,146 min,Drama,8.1
La vita è bella,1997,116 min,"Comedy, Drama, Romance",8.6
The Reader,2008,124 min,"Drama, Romance",7.6
Finding Nemo,2003,100 min,"Animation, Adventure, Comedy",8.2
Kong: Skull Island,2017,118 min,"Action, Adventure, Fantasy",6.6
Heavenly Creatures,1994,99 min,"Biography, Crime, Drama",7.3
Ted,2012,106 min,Comedy,6.9
Room,2015,118 min,"Drama, Thriller",8.1
Lady Bird,2017,94 min,"Comedy, Drama",7.4
Hidden Figures,2016,127 min,"Biography, Drama, History",7.8
X-Men: Days of Future Past,2014,132 min,"Action, Adventure, Sci-Fi",7.9
American Sniper,2014,133 min,"Action, Biography, Drama",7.3
The Lion King,2019,118 min,"Animation, Adventure, Drama",6.8
Batman Returns,1992,126 min,"Action, Crime, Fantasy",7.1
"tick, tick...BOOM!",2021,120 min,"Biography, Drama, Musical",7.5
Up in the Air,2009,109 min,"Comedy, Drama, Romance",7.4
Spider-Man 2,2004,127 min,"Action, Adventure, Sci-Fi",7.4
Allied,2016,124 min,"Action, Drama, Romance",7.1
13 Hours,2016,144 min,"Action, Drama, History",7.3
Almost Famous,2000,122 min,"Adventure, Comedy, Drama",7.9
Dracula,1992,128 min,"Drama, Fantasy, Horror",7.4
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143 min,"Adventure, Family, Fantasy",6.9
"Three Billboards Outside Ebbing, Missouri",2017,115 min,"Comedy, Crime, Drama",8.1
War of the Worlds,2005,116 min,"Action, Adventure, Sci-Fi",6.5
Les Misérables,2012,158 min,"Drama, Musical, Romance",7.5
Blue Jasmine,2013,98 min,"Comedy, Drama",7.3
Spotlight,2015,129 min,"Biography, Crime, Drama",8.1
Contact,1997,150 min,"Drama, Mystery, Sci-Fi",7.5
Bridesmaids,2011,125 min,"Comedy, Romance",6.8
Raya and the Last Dragon,2021,107 min,"Animation, Action, Adventure",7.3
Skyfall,2012,143 min,"Action, Adventure, Thriller",7.8
"Monsters, Inc.",2001,92 min,"Animation, Adventure, Comedy",8.1
A Star Is Born,2018,136 min,"Drama, Music, Romance",7.6
Sherlock Holmes,2009,128 min,"Action, Adventure, Mystery",7.6
The Girl with the Dragon Tattoo,2011,158 min,"Crime, Drama, Mystery",7.8
Flight,2012,138 min,"Drama, Thriller",7.3
Magnolia,1999,188 min,Drama,8
Shrek,2001,90 min,"Animation, Adventure, Comedy",7.9
Jackie Brown,1997,154 min,"Crime, Drama, Thriller",7.5
Inside Out,2015,95 min,"Animation, Adventure, Comedy",8.2
Hercules,1997,93 min,"Animation, Adventure, Comedy",7.3
Marriage Story,2019,137 min,"Drama, Romance",7.9
The Town,2010,125 min,"Crime, Drama, Thriller",7.5
Tron,2010,125 min,"Action, Adventure, Sci-Fi",6.8
Molly's Game,2017,140 min,"Biography, Crime, Drama",7.4
Pirates of the Caribbean: At World's End,2007,169 min,"Action, Adventure, Fantasy",7.1
Coco,2017,105 min,"Animation, Adventure, Comedy",8.4
Men in Black,1997,98 min,"Action, Adventure, Comedy",7.3
Passengers,2016,116 min,"Drama, Romance, Sci-Fi",7
Toy Story 4,2019,100 min,"Animation, Adventure, Comedy",7.7
Soul,2020,100 min,"Animation, Adventure, Comedy",8
A Beautiful Day in the Neighborhood,2019,109 min,"Biography, Drama",7.2
Lo imposible,2012,114 min,"Adventure, Drama, History",7.5
What's Eating Gilbert Grape,1993,118 min,Drama,7.7
Hell or High Water,2016,102 min,"Crime, Drama, Thriller",7.6
Total Recall,1990,113 min,"Action, Adventure, Sci-Fi",7.5
The Big Sick,2017,120 min,"Comedy, Drama, Romance",7.5
WALL·E,2008,98 min,"Animation, Adventure, Family",8.4
Brokeback Mountain,2005,134 min,"Drama, Romance",7.7
Kung Fu Panda,2008,92 min,"Animation, Action, Adventure",7.6
The Last of the Mohicans,1992,112 min,"Action, Adventure, Drama",7.7
The Lobster,2015,119 min,"Comedy, Drama, Romance",7.1
Up,2009,96 min,"Animation, Adventure, Comedy",8.3
Hook,1991,142 min,"Adventure, Comedy, Family",6.8
American Gangster,2007,157 min,"Biography, Crime, Drama",7.8
True Lies,1994,141 min,"Action, Comedy, Thriller",7.3
The Rock,1996,136 min,"Action, Adventure, Thriller",7.4
The Shape of Water,2017,123 min,"Drama, Fantasy, Romance",7.3
Argo,2012,120 min,"Biography, Drama, Thriller",7.7
In Bruges,2008,107 min,"Comedy, Crime, Drama",7.9
Cold Mountain,2003,154 min,"Adventure, Drama, History",7.2
Closer,2004,104 min,"Drama, Romance",7.2
Donnie Brasco,1997,127 min,"Biography, Crime, Drama",7.7
12 Years a Slave,2013,134 min,"Biography, Drama, History",8.1
Star Trek Beyond,2016,122 min,"Action, Adventure, Sci-Fi",7
Tangled,2010,100 min,"Animation, Adventure, Comedy",7.7
Sexy Beast,2000,89 min,"Crime, Drama, Thriller",7.3
The Hobbit: The Desolation of Smaug,2013,161 min,"Adventure, Fantasy",7.8
Robin Hood: Prince of Thieves,1991,143 min,"Action, Adventure, Drama",6.9
Cast Away,2000,143 min,"Adventure, Drama, Romance",7.8
Harry Potter and the Half-Blood Prince,2009,153 min,"Action, Adventure, Family",7.6
Le fabuleux destin d'Amélie Poulain,2001,122 min,"Comedy, Romance",8.3
Alice in Wonderland,2010,108 min,"Adventure, Family, Fantasy",6.4
The Mitchells vs the Machines,2021,114 min,"Animation, Adventure, Comedy",7.6
Unforgiven,1992,130 min,"Drama, Western",8.2
Silver Linings Playbook,2012,122 min,"Comedy, Drama, Romance",7.7
Richard Jewell,2019,131 min,"Biography, Crime, Drama",7.5
True Grit,2010,110 min,"Drama, Western",7.6
Incendies,2010,131 min,"Drama, Mystery",8.3
King Kong,2005,187 min,"Action, Adventure, Drama",7.2
Big Fish,2003,125 min,"Adventure, Drama, Fantasy",8
Love and Monsters,2020,109 min,"Action, Adventure, Comedy",6.9
Austin Powers: The Spy Who Shagged Me,1999,95 min,"Action, Adventure, Comedy",6.6
The Last Samurai,2003,154 min,"Action, Drama",7.8
The Pursuit of Happyness,2006,117 min,"Biography, Drama",8
Midnight in Paris,2011,94 min,"Comedy, Fantasy, Romance",7.7
